index,CompanyID,CompanyName,CompanyFormerName,CompanyAlsoKnownAs,CompanyLegalName,Description,Keywords,TotalRaised,BusinessStatus,OwnershipStatus,CompanyFinancingStatus,Universe,Website,Employees,Exchange,Ticker,CikCode,YearFounded,ParentCompany,FinancingStatusNote,HQLocation,HQAddressLine1,HQAddressLine2,HQCity,HQState_Province,HQPostCode,HQCountry,HQPhone,HQFax,HQEmail,HQGlobalRegion,HQGlobalSubRegion,AlternateOfficeCount,PrimaryContactPBId,PrimaryContact,PrimaryContactTitle,ActiveInvestors,FormerInvestors,FirstFinancingDate,FirstFinancingSize,FirstFinancingSizeStatus,FirstFinancingValuation,FirstFinancingValuationStatus,FirstFinancingDealType,FirstFinancingDealType2,FirstFinancingDealType3,FirstFinancingDealClass,FirstFinancingDebt,FirstFinancingStatus,LastKnownValuation,LastKnownValuationDate,LastKnownValuationDealType,LastFinancingDate,LastFinancingSize,LastFinancingSizeStatus,LastFinancingValuation,LastFinancingValuationStatus,LastFinancingDealType,LastFinancingDealType2,LastFinancingDealType3,LastFinancingDealClass,LastFinancingDebt,LastFinancingDebtDate,LastFinancingDebtSize,LastFinancingStatus,FacebookProfileUrl,TwitterProfileUrl,LinkedInProfileURL,GrowthRate,GrowthRatePercentile,GrowthRateChange,GrowthRatePercentChange,WebGrowthRate,WebGrowthRatePercentile,SocialGrowthRate,SocialGrowthRatePercentile,TwitterGrowthRate,TwitterGrowthRatePercentile,SizeMultiple,SizeMultiplePercentile,SizeMultipleChange,SizeMultiplePercentChange,WebSizeMultiple,WebSizeMultiplePercentile,SocialSizeMultiple,SocialSizeMultiplePercentile,TwitterSizeMultiple,TwitterSizeMultiplePercentile,TwitterFollowers,TwitterFollowersChange,TwitterFollowersPercentChange,ProfileDataSource,PitchBookProfileLink,LastUpdated,second_level_categories,gpt_reasoning
146514,185984-83,Vital Start Health,Sugar Tool,Vital Start,Vital Start Health Inc.,"Developed a reproductive & maternity mental health platform designed for using virtual reality for personalized, equitable, and clinically guided care from pre-conception to birth and postpartum. The company uses low-cost headsets and a virtual and augmented reality framework to measure and personalize care at every stage of the wellness journey, enabling moms, parents, and mental health practitioners to prevent and treat perinatal mood and anxiety disorders more effectively.","artificial intelligence technology, clinical validation, digital therapeutic, digital therapeutic system, digital therapeutics platform, fertility wellness care, grief counseling, high-risk pregnancies, maternal health, maternal mental health, mental health firm, personal assessment, postpartum depression, preterm birth, reproductive health, virtual reality",0.5,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.vitalstarthealth.com,4,,,1879531,2017,,"The company is in the process of raising seed funding on April 14, 2022. Previously, the company received $150,000 of grant funding from CBK Ventures as a part of its CBK Ventures Pitch Competition on November 22, 2022.","Philadelphia, PA",3401 Grays Ferry Avenue,Building 450-1018,Philadelphia,Pennsylvania,19146-2701,United States,+1 (908) 764-5623,,contact@vitalstarthealth.com,Americas,North America,1,218199-97P,Kirthika Parmeswaran,"Co-Founder, Chief Executive Officer & Board Member",6,,04/27/2017,,,,,Accelerator/Incubator,,,Other,,Completed,,,,04/14/2022,,,,,Seed Round,Seed Round,,Venture Capital,,,,Announced/In Progress,https://www.facebook.com/vitalstarthealth,https://twitter.com/vital_start,https://www.linkedin.com/company/vitalstarthealth,0,15,0,0,0,13,0,25,0,25,0.11,11,0,0,0.05,3,0.12,20,0.12,20,31,0,0,PitchBook Research,https://my.pitchbook.com?c=185984-83,01/01/2024,"['Maternal and neonatal disorders', 'Mental disorders']","The company focuses on reproductive and maternity mental health, using virtual reality to address perinatal mood and anxiety disorders, which aligns with maternal and neonatal disorders and mental disorders."
148672,186731-47,Kinexcs,,,Kinexcs Pte Ltd,"Operator of a digital health platform and wearables company intended to empower people for mobility and quality of life. The company's platform offers digital therapy through a knee health monitor and artificial intelligence-based digital therapist which provides access to therapy conveniently and cost-effectively, enabling clients to solve the problem of incomplete recovery and lack of compliance for patients living with musculoskeletal conditions.","digital health device, digital healthcare technology, digital therapy, monitoring medical device, patient monitoring platform, sensor technology developer",0.97176961,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.kinexcs.com,19,,,,2015,,SOSV sold its stake in the company to an undisclosed buyer.,"Singapore, Singapore",71 Ayer Rajah Crescent,Number 02-01,Singapore,,139951,Singapore,+65 9731 0962,,info@kinexcs.com,Asia,Southeast Asia,,171343-36P,Abhishek Agrawal,"Co-Founder, Chief Executive Officer and Board Member",12,1,01/01/2015,,,,,Seed Round,Seed Round,,Venture Capital,,Completed,3.143088,04/01/2019,Seed Round,,,,,,Secondary Transaction - Private,,,Venture Capital,,06/21/2022,,Completed,https://www.facebook.com/kinexcs,https://twitter.com/OfficialKinexcs,https://www.linkedin.com/company/kinexcs,0,15,0,0,0,13,0,25,0,25,2.16,69,0,0,4.25,80,0.07,14,0.07,14,18,0,0,PitchBook Research,https://my.pitchbook.com?c=186731-47,01/01/2024,['Musculoskeletal disorders'],"The company's platform offers digital therapy for knee health and musculoskeletal conditions, which directly relates to musculoskeletal disorders."
149261,186981-04,Neolexon,,,Limedix GmbH,"Developer of a digital speech therapy application designed to treat people with speech disorders. The company's application offers personalized therapy exercises created by the therapists and the progress in therapy is recorded, it contains exercises and training for understanding, speaking, reading, and writing, the difficulty of the exercises can be set by the speech therapist, and data can be tracked by the therapist via the therapist app, providing users and therapists with digital therapy system for individualized treatment of aphasia and apraxia of speech.","aphasia therapy, digital speech therapy, digital therapy, smart language training, speech disorder treatment, speech therapy app, speech therapy system",,Generating Revenue,Privately Held (backing),Accelerator/Incubator Backed,Pre-venture,neolexon.de,9,,,,2017,,"The company joined Xpreneurs as part of its Batch 4 on December 11, 2018.","Munich, Germany",Sendlinger Strasse 2,,Munich,,80331,Germany,+49 (0)89 2488 6444 0,,info@neolexon.de,Europe,Western Europe,,212675-68P,Mona Spath MD,Co-Founder & Managing Director,3,,01/01/2017,,,,,Spin-Off,,,Corporate,,Completed,,,,12/11/2018,,,,,Accelerator/Incubator,,,Other,,,,Completed,https://www.facebook.com/neolexon,https://twitter.com/neolexon_apps,https://www.linkedin.com/company/neolexon,0.04,92,0,0,0,13,0.07,83,0.07,83,1.92,67,0,0,3.2,76,0.65,43,0.65,43,172,1,0.58,PitchBook Research,https://my.pitchbook.com?c=186981-04,01/01/2024,['Neurological disorders'],"The company develops a digital speech therapy application for treating speech disorders such as aphasia and apraxia, which are neurological disorders."
150421,187836-76,HeLP Digital,,,,"Developer of digital healthcare products designed to improve health services in England. The company's products are based on evidence, evaluated in clinical trials and support patient-centered care, enabling patients to improve their lifestyle with diabetes.","behavioural therapy tools, diabetes management platform, diabetes monitor, digital healthcare intervention, self management product",,Out of Business,Out of Business,Formerly VC-backed,Venture Capital,www.helpdigitalcic.org.uk,,,,,2015,,"The company is no longer actively in business as of February 1, 2019. The company is no longer actively tracked by PitchBook.","London, United Kingdom",Research Department of Primary Care and Population Health,Upper Third Floor UCL Medical School (Royal Free Campus) Rowland Hill Street,London,England,NW3 2PF,United Kingdom,+44 (0)20 7794 0500,,,Europe,Western Europe,,,,,,1,01/01/2015,,,,,Early Stage VC,,,Venture Capital,,Completed,,,,02/01/2019,,,,,Out of Business,,,Out of Business,,,,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=187836-76,04/01/2022,['Diabetes and kidney diseases'],"The company develops digital healthcare products for diabetes management, which falls under diabetes and kidney diseases."
154211,221679-46,360Medlink,,,"360Medlink, Inc.","Operator of a digital health platform intended for building patient-centred software for healthcare organizations and the pharmaceutical industry. The company's platform offers scientifically tested digital health services and serves as a catalyst to propel a variety of digital innovations along with patient education, care coaching, and self-assessments of care, enabling pharmaceutical or biotech companies, government agencies, and healthcare organizations to improve the lives of patient populations with high unmet needs such as elderly and vulnerable communities and from chronic therapies to rare diseases.","digital communication, digital health suites, digital health tools, digital therapeutics, digital therapeutics platform, pharmaceutical and healthcare",,Generating Revenue,Privately Held (backing),Accelerator/Incubator Backed,Pre-venture,www.360medlink.com,43,,,,2010,,The company joined Canadian Technology Accelerator on an undisclosed date.,"Montreal, Canada",774 Saint-Paul West,Suite -109,Montreal,Quebec,,Canada,+1 (514) 448-2175,,info@360medlink.com,Americas,North America,2,214563-79P,Jean Theagene,"Founder, Chief Executive Officer & President",1,,,,,,,Accelerator/Incubator,,,Other,,Completed,,,,,,,,,Accelerator/Incubator,,,Other,,,,Completed,https://www.facebook.com/360Medlink.Inc,https://twitter.com/360Medlink,https://www.linkedin.com/company/360medlink-inc,0.05,92,0,0,0,13,0.11,88,0.11,88,2.35,71,0,0,1.17,55,3.53,71,3.53,71,933,-1,-0.11,PitchBook Research,https://my.pitchbook.com?c=221679-46,01/01/2024,['Other non-communicable diseases'],"The company provides digital health services for a variety of conditions, including chronic therapies and rare diseases, which do not fit neatly into a specific GBD category."
156647,222435-82,Progentec,,,"Progentec Diagnostics, Inc.","Developer of diagnostics and digital therapeutics platform designed for the management of autoimmune diseases. The company combines clinically validated diagnostic interventions with digital technologies and collaborates with research institutions and health practitioners to reduce mortality and morbidity, enabling chronic health patients to have improved care management and service delivery.","diagnostic services, digital health, digital therapeutic, therapeutic diagnostic services, therapeutic research, therapeutic research lab, therapeutics company",7.5,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.progentec.com,14,,,1722842,2015,,"The company raised $5 million of Series A venture funding in a deal led by Plains Ventures and i2E on June 9, 2020, putting the company's pre-money valuation at $25 million. NMC Healthcare and 6 other investors also participated in the round. The funds will be used for go-to-market capital for the company's CLIA laboratory and digital technologies for the management of lupus and will support new research into digital biomarkers and remote delivery of digital therapeutic programs.","Oklahoma City, OK",825 North East 13th Street,"Suite MC 302.4, OMRF Building",Oklahoma City,Oklahoma,73104,United States,+1 (833) 587-8739,+1 (405) 271-1348,info@progentec.com,Americas,North America,,43993-00P,Mohan Purushothaman Ph.D,"Co-Founder, Chief Executive Officer, Chairman & President",12,,10/25/2018,2.5,Actual,,,Early Stage VC,,,Venture Capital,,Completed,30,06/09/2020,Later Stage VC,06/09/2020,5,Actual,30,Actual,Later Stage VC,Series A,,Venture Capital,,,,Completed,,https://twitter.com/progentecDX,https://www.linkedin.com/company/progentec-diagnostics-inc-,0,15,0,0,0,13,0,25,0,25,1.11,55,0.02,1.92,3.33,77,0.29,31,0.29,31,76,1,1.33,PitchBook Research,https://my.pitchbook.com?c=222435-82,01/01/2024,['Other non-communicable diseases'],"The company focuses on diagnostics and digital therapeutics for autoimmune diseases, which are not specifically categorized in the GBD second level categories."
156749,222465-52,Cognito Therapeutics,,Cognito,"Cognito Therapeutics, Inc.","Developer of disease-modifying digital therapeutics designed to cure neurodegenerative disorders. The company's therapies use induced brain wave oscillations to treat Alzheimer's by reactivating the immune system in the brain, enabling patients to reduce typical hallmarks of the disease like amyloid plaques and tau tangles.","alzheimer care, alzheimer treatment, alzheimer's disease, biotechnology and biopharmaceuticals, digital therapeutics, disease modifying therapy, neurodegenerative care, neurodegenerative therapy",149.097327,Clinical Trials - Phase 3,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.cognitotx.com,42,,,1936187,2016,,"The company raised $129.10 million of Series B venture funding in a deal led by FoundersX Ventures on November 15, 2023. Starbloom Capital and 5 other investors also participated in the round. The funds will be used to advance a pivotal study of the company's non-invasive neuromodulation device, which delivers proprietary gamma frequency light and sound stimulation intended to treat Alzheimer's Disease.","Cambridge, MA",1218 Massachusetts Avenue,Suite 200,Cambridge,Massachusetts,2138,United States,+1 (857) 201-5088,,info@cognitotx.com,Americas,North America,1,174987-55P,Li-Huei Tsai Ph.D,Co-Founder,7,,07/18/2016,20,Actual,30,Actual,Early Stage VC,Series A,,Venture Capital,,Completed,30,07/18/2016,Early Stage VC,11/15/2023,129.097327,Actual,,,Later Stage VC,Series B,,Venture Capital,,,,Completed,https://www.facebook.com/cognitotherapeutics,https://twitter.com/cognitotx,https://www.linkedin.com/company/cognito-therapeutics-inc.,-0.21,12,0,0,-0.72,9,0.11,88,0.11,88,3.75,79,0,0,6.38,86,3.13,70,3.13,70,825,0,0,PitchBook Research,https://my.pitchbook.com?c=222465-52,01/01/2024,['Neurological disorders'],"The company develops digital therapeutics for neurodegenerative disorders like Alzheimer's disease, which is a neurological disorder."
156826,222501-16,Karuna Labs,,Karuna,Karuna Labs Inc.,"Operator of a digital therapeutics program intended to address chronic pain through a combination of physical and cognitive retraining. The company's platform utilizes target sensorimotor incongruences and fears avoidant behavior, enabling clinics, individuals, and research institutions to treat chronic pain with the help of virtual embodiment training.","behavioral health, digital therapeutics, digital therapeutics company, digital therapeutics platform, neuropathic pain product, pain management, pain management clinic, pain management device",3.1,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.karunalabs.com,26,,,,2017,,"The company raised $3 million of seed funding in a deal led by Baseline Ventures on January 30, 2019, putting the company's pre-money valuation at $6.5 million. Anorak Ventures and 8 other investors also participated in the round. The funds will be used for clinical validation studies as well as further development of technology and medical/gaming team.","Ione, CA",12b West Main Street,,Ione,California,95640,United States,+1 (847) 951-5669,,,Americas,North America,,188096-14P,Lincoln Nguyen,Chief Executive Officer,8,,01/01/2017,0.05,Actual,,,Accelerator/Incubator,,,Other,,Completed,9.799999,01/30/2019,Seed Round,01/30/2019,3,Actual,9.799999,Actual,Seed Round,Seed Round,,Venture Capital,,,,Completed,https://www.facebook.com/karunalabs,https://twitter.com/karunalabs,https://www.linkedin.com/company/karunalabs,0.33,95,0,0,0,13,-0.09,4,-0.09,4,0.67,41,0,0,0.39,29,0.53,40,0.53,40,140,0,0,PitchBook Research,https://my.pitchbook.com?c=222501-16,01/01/2024,"['Musculoskeletal disorders', 'Mental disorders']","The company addresses chronic pain through physical and cognitive retraining, which involves both musculoskeletal and mental health aspects."
161358,224159-05,Healium,,,"StoryUp, Inc.","Developer of a mental fitness tool designed to heal and reduce anxiety, addiction, and burnout. The company's patented technology is powered by biometric data from consumer wearables like a smartwatch or an EEG headband, helping users to monitor their own brainwaves and heart rate in a controlled virtual and augmented reality world.","augmented reality, augmented reality technology, digital therapeutics, metaverse technology, mindfulness training, virtual reality technology, virtual reality video, wearable device software, wearable technology",7.400001,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.tryhealium.com,23,,,1730723,2015,,"The company raised $1.03 million of venture funding in the form of convertible debt from undisclosed investors on December 12, 2023. Previously, the company received $30,000 of grant funding from Wireless Foundation as a part of its Biz Plan Competition - III on November 7, 2023.","Columbia, MO",1906 Corona Road,Suite 200,Columbia,Missouri,65203,United States,+1 (573) 214-0504,,hello@tryhealium.com,Americas,North America,,178107-67P,Sarah Hill,"Co-Founder, Chief Executive Officer, President, Chief Storyteller & Board Member",30,1,01/06/2017,,,,,Accelerator/Incubator,,,Other,,Completed,17.500002,10/17/2021,Later Stage VC,12/12/2023,1.027851,Actual,,,Later Stage VC,,,Venture Capital,"Bridge Loan - $1,03M (Convertible)",12/12/2023,,Completed,https://www.facebook.com/healiumxr,https://twitter.com/healiumxr,https://www.linkedin.com/company/healiumxr,-0.1,13,-0.02,-29.3,-0.5,10,0.21,93,0.21,93,14.19,93,-0.11,-0.78,30.87,96,9.23,84,9.23,84,2435,4,0.16,PitchBook Research,https://my.pitchbook.com?c=224159-05,01/01/2024,"['Mental disorders', 'Substance use disorders']","The company develops a mental fitness tool to reduce anxiety, addiction, and burnout, which are related to mental disorders and substance use disorders."
162968,225246-97,OneSoftDigm,,OSD,"ONESOFTDIGM Co., Ltd.","Developer of healthcare and fitness technologies designed to help people improve their health. The company's products include a personal fitness assessment device that measures seven bio-data points and provides body analysis, trends, exercise, and nutrition guides, along with a body composition measurement device among others, enabling individuals to conveniently track their health.","body fat scanning, digital healthcare, digital therapeutic, fitness technology, measuring device, smart healthcare",0.36579432,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.onesoftdigm.com,13,,,,2015,,"The company raised an undisclosed amount of seed funding from Maple Investment Partners and Y&Archer on June 29, 2022.","Pohang-si, South Korea","CHANGeUP Ground, 87 Cheongam-ro, Nam-gu",Suite 401,Pohang-si,Gyeongsangbuk-do,37673,South Korea,+82 (0)54 279 4467,+82 (0)54 047 8250,,Asia,East Asia,2,212329-00P,Daeho Lee,Founder & Chief Executive Officer,11,,08/31/2017,0.00079432,,,,Seed Round,Seed Round,,Venture Capital,,Completed,10.5,10/27/2020,Later Stage VC,06/29/2022,,,,,Seed Round,Seed Round,,Venture Capital,,,,Completed,https://www.facebook.com/Onesoftdigm,https://twitter.com/Fitrushealthy,https://www.linkedin.com/company/osd-usa-inc,-0.54,9,0,0,0,13,0.1,87,0.1,87,0.68,43,0,0,1,51,0.5,39,0.5,39,131,0,0,PitchBook Research,https://my.pitchbook.com?c=225246-97,01/01/2024,"['Nutritional deficiencies', 'Other non-communicable diseases']","The company provides fitness and health assessment technologies, including body composition and nutrition guides, which relate to nutritional deficiencies and general health improvement."
163536,225689-50,Oscillo Biosciences,Circular Logic,Oscillo,"Oscilloscape, Inc.","Developer of human-centered technologies designed to rehabilitate patients who suffer from language, cognitive and motor impairments. The company's technology simulates the way the brain synchronizes to sounds and coordinates rhythmic behaviors like speech, music and movement and uses these capabilities to develop digital and device-based therapies, enabling clients with real-time perceptual analysis of music, with diverse applications from home lighting to augmented reality.","audio technology, digital therapeutics, digital therapeutics company, medical device, neural networks systems, signal processing, speech recognition, speech recognition api",0.165,Pre-Clinical Trials,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.oscillobiosciences.com,10,,,1730643,1999,,"The company received $449,695 of grant funding from National Institutes of Health in July 2022.","Farmington, CT",400 Farmington Avenue,,Farmington,Connecticut,6032,United States,+1 (860) 282-4215,,contact@oscilloscape.com,Americas,North America,,116273-35P,Brian Groch,Chief Executive Officer & Board Member,4,,01/01/2007,0.823453,Actual,,,Grant,,,Other,,Completed,,,,07/01/2022,0.449695,Actual,,,Grant,,,Other,,,,Completed,https://www.facebook.com/Oscillobiosciences,https://twitter.com/oscilloscape,https://www.linkedin.com/company/oscilloscape,0,15,0,0,0,13,0,25,0,25,0.07,4,0,0,0.04,3,0.1,18,0.1,18,25,0,0,PitchBook Research,https://my.pitchbook.com?c=225689-50,01/01/2024,['Neurological disorders'],"The company develops technologies to rehabilitate patients with language, cognitive, and motor impairments, which are often associated with neurological disorders."
164115,225858-70,ChronWell,,,"ChronWell, Inc.","Developer of a digital health platform designed for tailored and technology-enabled approaches to managing chronic liver diseases. The company's platform provides innovation-driven, digital therapeutics built on improving patients' lives, creating efficiencies and extending care beyond the walls of the physician's office, enabling patients to experience speedy recovery of liver diseases at ease.","digital health platform, digital health program, digital healthcare, medical practice company, medical practice platform, primary care home, primary care program",13.800001,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.chronwell.com,30,,,1921506,2017,,"The company raised $500,001 of venture funding from undisclosed investors on April 5, 2022, putting the company's pre-money valuation at $45 million. Earlier, the company raised $6 million of venture funding from undisclosed investors on December 8, 2021. The funds will be used to grow operations for LIVErHEALTHY, its first digital health program targeting non-alcoholic fatty liver disease, to respond to accelerated market demand.","Sunrise, FL",1000 Sawgrass Corporate Parkway,Suite 455,Sunrise,Florida,33323,United States,+1 (877) 201-2744,,info@chronwell.com,Americas,North America,1,107563-96P,Joseph Rubinsztain MD,"Co-Founder, Chief Executive Officer & Board Member",,,02/14/2018,4.5,Actual,19.499998,Actual,Early Stage VC,Series A,,Venture Capital,,Completed,45.5,04/05/2022,Later Stage VC,04/05/2022,0.500001,Actual,45.5,Actual,Later Stage VC,,,Venture Capital,,,,Completed,https://www.facebook.com/ChronwellServices,https://twitter.com/ChronwellInc,https://www.linkedin.com/company/chronwell,0.14,93,0,0,0,13,0,25,0,25,1.64,63,0,0,3.42,77,0.24,29,0.24,29,64,0,0,PitchBook Research,https://my.pitchbook.com?c=225858-70,01/01/2024,['Digestive diseases'],"The company's digital health platform is specifically designed for managing chronic liver diseases, which fall under the category of digestive diseases."
165005,226175-68,Lucine,,,Lucine SAS,"Developer of mobile health application designed to measure, analyze and relieve pain at home. The company's application is available in a mobile version that works on a set of algorithms to better identify pain by looking for the right feeling in a database and offer the most appropriate technique to reduce painful symptoms in the form of exercises, relaxation, art therapy, and meditation, enabling patients with chronic pain to fight the symptoms through active substances allowing analgesic neurostimulation.","chronic pain management, digital therapeutics, digital therapeutics company, digital therapeutics platform, medtech company, reduce painful symptoms",6.48728728,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.lucine.fr,39,,,,2017,,"The company raised EUR 5.5 million of seed funding from BNP Paribas Développement, AQUITI Gestion and Kurma Partners on November 18, 2020, putting the company's pre-money valuation at EUR 6.88 million. IRDI Capital Investissement and Bpifrance also participated in the round. The funds will be used by the company to pursue the development of scientific and clinical studies using proprietary AI software making it possible to fashion several medical devices to relieve the persistent or recurring suffering of millions of people.","Bordeaux, France",Cité Numérique 406 Boulevard JJ Bosc,Bègles,Bordeaux,,33130,France,+33 (0)8 92 97 63 80,,contact@lucine.fr,Europe,Western Europe,,201226-78P,Aymeric Esperance,Co-Founder & HR-CSR-Chief of Staff,7,,11/09/2017,,,,,Accelerator/Incubator,,,Other,,Completed,14.59639637,11/18/2020,Seed Round,11/18/2020,6.48728728,Actual,14.59639637,Actual,Seed Round,Seed Round,,Venture Capital,,,,Completed,https://www.facebook.com/LucineCare,https://twitter.com/LucineCare,https://www.linkedin.com/company/projet-lucine,0.32,95,-0.12,-27.14,0,13,-0.06,7,-0.06,7,1.8,66,0,0,0.38,29,3.41,71,3.41,71,899,-2,-0.22,PitchBook Research,https://my.pitchbook.com?c=226175-68,01/01/2024,"['Musculoskeletal disorders', 'Other non-communicable diseases']","The company focuses on chronic pain management, which can be associated with musculoskeletal disorders and other non-communicable conditions that cause chronic pain."
166297,226648-09,Speechagain,,,Speechagain Inc.,"Provider of a digital speech therapy intended to reduce stuttering. The company's platform specializes in providing online therapy that includes bio-feedback speech exercises, speech reconstruction training, non-avoidance therapy, outcome-based interactive video dialogues, an analytics dashboard for user and parents progress tracking, self-motivating up-level gamification, and extensive curriculum and exercise library, enabling users to gain control of their speech and overcome.","online speech training, personalized online speech, speech language therapy, speech therapy platform, stutter therapy, therapy tools",,Startup,Privately Held (backing),Accelerator/Incubator Backed,Pre-venture,www.speechagain.com,,,,,2017,,"The company received EUR 20,000 of grant funding from Münch Foundation on November 29, 2017. Previously, the company joined German Accelerator as a part of the Winter 2017 class on October 3, 2017.","New York, NY",433 Broadway,,New York,New York,10013,United States,,,info@speechagain.com,Americas,North America,,181448-47P,Alexander Von Gudenberg Ph.D,Co-Founder,3,,05/23/2017,,,,,Grant,,,Other,,Completed,,,,11/29/2017,0.02346915,Actual,,,Grant,,,Other,,,,Completed,https://www.facebook.com/Speechagain-2000436840170496,https://twitter.com/speechagain,https://www.linkedin.com/company/speechagain,0,15,0,0,0,13,0,25,0,25,0.84,48,0.04,5.2,1.33,58,0.35,34,0.35,34,93,1,1.09,PitchBook Research,https://my.pitchbook.com?c=226648-09,01/01/2024,['Neurological disorders'],"The company provides digital speech therapy for stuttering, which is a speech disorder often linked to neurological conditions."
172394,228812-14,RMDY Health,Wellness Layers,RMDY,,"Provider of collaborative digital therapeutics SaaS-based platform for the healthcare industry. The company's SaaS platform offers a comprehensive digital framework to help life science and healthcare stakeholders rapidly and effortlessly design and launch their own white-label collaborative digital care and patient support programs. Its web and mobile platform support a wide range of digital therapeutic initiatives, with a focus on care management for payors, chronic disease management for healthcare providers, pharma patient support programs, research and wellness.","digital health company, digital health platform, digital therapeutics platform, healthcare platform, healthcare platform company",0.5,Generating Revenue,Acquired/Merged,Corporate Backed or Acquired,"M&A, Venture Capital",www.rmdy.optimizerx.com,30,,,,1999,,"The company was acquired by OptimizeRx (NAS: OPRX) for $17.82 million on October 4, 2019. The acquisition enhanced OptimizeRx's existing digital platform with technology solutions tailored for digital therapeutics and helped extend its offerings to SaaS-based patient engagement markets. The company will receive a contingent payout of $3.72 million upon the completion of future performance terms. The company is no longer actively tracked by PitchBook.","East Rockaway, NY",336 Atlantic Avenue,,East Rockaway,New York,11518,United States,,,,Americas,North America,1,,,,2,,05/16/2018,0.5,Estimated,,,Corporate,Corporate,,Corporate,,Completed,17.82,10/04/2019,Merger/Acquisition,10/04/2019,17.82,Estimated,17.82,Estimated,Merger/Acquisition,,,Corporate,,,,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=228812-14,02/01/2022,['Other non-communicable diseases'],"The company's platform supports a wide range of digital therapeutic initiatives, including chronic disease management, but does not specify a particular disease category."
172695,228899-98,Mapmyhealth,,,Mapmyhealth Limited,"Developer of a web-based patient self-management system designed to monitor and control diabetes by oneself. The company's system is an application-connected interface that tracks and communicates vital health statistics on blood sugar levels, heartbeat rate, malignancy status, and cell analysis reports which help caregivers stay updated about patients' current health conditions and recommend medication based on their present diabetic conditions, enabling people with diabetes to understand, engage with and self-manage their condition using digital therapeutics.","diabetes detection, diabetes management platform, diabetes monitoring system, diabetes testing, diabetes tracking, diabetes tracking software, healthcare software",,Generating Revenue,Privately Held (backing),Angel-Backed,Pre-venture,www.mapmyhealth.co.uk,,,,,2011,,The company raised angel funding on an undisclosed date.,"London, United Kingdom",27 Old Gloucester Street,,London,England,WC1N 3AX,United Kingdom,,,info@mapmyhealth.co.uk,Europe,Western Europe,1,187751-98P,Iain Brogan Ph.D,"Chief Executive Officer, Co-Chief Operating Officer & Board Member",4,,,,,,,Grant,,,Other,,Completed,,,,,,,,,Angel (individual),Angel (individual),,Individual,,,,Completed,,https://twitter.com/mapmyhealth,https://www.linkedin.com/company/mapmyhealth-ltd-,-0.03,14,0,0,0,13,-0.07,6,-0.07,6,0.98,51,-0.08,-7.82,1.25,56,0.72,45,0.72,45,189,-1,-0.53,PitchBook Research,https://my.pitchbook.com?c=228899-98,01/01/2024,['Diabetes and kidney diseases'],"The company develops a system for diabetes management, which directly relates to diabetes and kidney diseases."
175097,229762-81,Mahana (Healthcare Technology Systems),,"Mahana, Mahana Therapeutics","Mahana Therapeutics, Inc.","Developer of digital therapeutics software intended to help patients suffering from gastrointestinal conditions. The company's therapeutics are collaboratively designed among patients and healthcare providers, clinically validated, and physician-prescribed digital treatments, enabling patients to have improved clinical outcomes, quality of life, and well-being.","digital therapeutic product, digital therapeutics company, digital therapeutics software, gastrointestinal therapy, gastrointestinal treatment, irritable bowel syndrome, therapeutic product developer",82.999995,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.mahana.com,39,,,,2018,,"The company raised $61 million of Series B venture funding in a deal led by JAZZ Venture Partners on August 11, 2021, putting the company's pre-money valuation at $79 million. Main Street Advisors, Lux Capital and KKCG also participated in the round. The funds will be used by the company to launch the FDA-cleared prescription digital therapeutic Mahana IBS and accelerate the development of several digital therapeutics for chronic health conditions.","San Francisco, CA",201 Mission Street,Suite 1200,San Francisco,California,94105,United States,+1 (844) 624-2620,,contact@mahanatherapeutics.com,Americas,North America,2,223854-58P,Simon Levy,Co-Founder & Chief Executive Officer,5,,01/10/2020,12,Actual,59.009986,Actual,Seed Round,Seed Round,,Venture Capital,"Other - $1,99M",Completed,139.999994,08/11/2021,Early Stage VC,08/11/2021,60.999997,Actual,139.999994,Actual,Early Stage VC,Series B,,Venture Capital,,01/10/2020,,Completed,,https://twitter.com/HelloMahana,https://www.linkedin.com/company/mahana-therapeutics,-0.81,7,0.01,1.07,-3.65,2,-0.1,4,-0.1,4,13.69,93,0,0.02,14.59,93,16.31,89,16.31,89,4306,-4,-0.09,PitchBook Research,https://my.pitchbook.com?c=229762-81,01/01/2024,['Digestive diseases'],"The company develops digital therapeutics for gastrointestinal conditions, which are classified under digestive diseases."
